Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites
57.0833,9.2,,,907,,24,,2.43,,,59,1
56.1692,8.81,46,,3753,2,,,,,,59,
56.8147,9.3483,21,0,1055,,28,,2.05,,,58,1
56.6469,8.805,25,0,1059,,28,,2.05,,,58,1
55,8.75,,,3194,,24,,2.43,,,58,1
57.4833,10.5,,,1003,,24,,2.43,,,58,1
57.4167,10.5,,,1026,,23,,2.43,,,57,1
55.2,8.9833,,,1829,,23,,2.43,,,56,1
56.3333,10.4333,,,5237,,23,,2.43,,,56,1
56.1667,8.8333,,,3669,,23,,2.43,,,56,1
56.8833,8.9167,,,5215,,23,,2.43,,,56,1
57.1333,9.2667,,,2059,,23,,2.43,,,55,1
55.3167,10.5167,,,1435,,23,,2.43,,,55,1
57.1667,9.6833,,,2065,,22,,2.43,,,54,1
55.3333,10.1833,,,905,,22,,2.43,,,54,1
54.6667,11.4333,,,1530,,22,,2.43,,,52,1
54.95,8.7167,,,3085,,21,,2.43,,,51,1
55.95,9.85,,,1726,,19,,2.43,,,51,1
57.3833,9.85,,,1516,,19,,2.43,,,46,1
55.1167,9.3333,,,1645,,19,,2.43,,,46,1
57.3167,10.05,,,1695,,19,,2.43,,,46,1
55.1833,8.95,,,1922,,21,,2.43,,,45,1
55.6886,12.5111,7,100,861,,22,,2,,,43,1
56,12.15,,,2438,,18,,2.43,,,43,1
67.785,5.3883,,1315,1495,2,86,2,1.07,,,92,1
67.335,6.11,,1443,1580,1,90,1,1.06,,,95,1
31.26,-74.87,,3191,3591,3,38,3,1.4,,,54,1
23.49,-85.21,,2790,2870,2,11,2,1.2,,,13,1
23.8283,-84.3717,,2926,2997,2,35,2,1.1,,,40,1
56.0433,-23.2317,,2301,2447,3,56,3,1.11,,,62,1
56.0883,-23.3433,,2329,2529,4,54,4,1.22,,,66,1
56.29,-23.5283,,2574,2688,2,49,2,1.39,,,68,1
56.5617,-20.7817,,1659,1902,5,54,5,1.32,,,71,1
43.925,159.7967,,5467,5817,1,54,1,0.91,,,49,1
-18.8067,-129.77,,4166,4199,2,115,2,0.77,,,89,1
-19.065,-124.6767,,3699,3734,3,78,3,0.95,,,74,1
-19.4517,-119.8817,,3654,3686,4,106,4,0.95,,,101,1
-18.92,-116.8683,,3433,3452,4,160,4,1,,,160,1
35.495,-70.0283,,4633,4956,4,42,4,1.22,,,51,1
28.7633,124.93,,2808,3381,,33,,2.63,,,88,1
29.5717,125.7917,,3133,3148,,28,,3.12,,,87,1
29.585,125.1445,,3546,4304,,27,,3.13,,,85,1
26.5433,122.0283,,1200,3500,,44,1,1.87,,,81,1
29.8792,125.935,,2974,4060,,37,,2.19,,,81,1
30.2983,125.78,,2400,3600,,33,,2.3,,,76,1
27.7295,122.5867,,1140,2166,,38,,1.91,,,73,1
26.7975,122.3867,,1578,3500,,38,1,1.92,,,72,1
29.135,124.93,,2517,3507,,30,,2.42,,,72,1
27.5993,122.3673,,1053,1926,,38,,1.87,,,71,1
27.465,122.2633,,110,2970,,32,,2.2,,,71,1
26.9383,121.7483,,109,3340,,31,,2.3,,,71,1
28.7117,125.105,,2809,2987,,31,16,2.24,,,70,1
29.0892,125.084,,3738,4284,,30,,2.32,,,70,1
27.1325,121.8908,,2249,2723,,37,,1.83,,,68,1
27.1683,122.22,,0,2361,,29,,2.35,,,68,1
30.019,126.045,,2000,4200,,29,12,2.4,,,68,1
27.5815,122.1313,,3340,3653,,32,,2.13,,,67,1
28.6367,125.1725,,2516,3544,,30,,2.24,,,67,1
29.0967,125.4133,,1819,2914,,30,,2.27,,,67,1
28.535,125.0033,,2662,3390,,28,,2.34,,,66,1
29.0683,124.5867,,2712,2970,,31,,2.03,,,63,1
29.2058,124.939,,0,2776,,27,,2.2,,,61,1
27.9242,122.895,,2360,3238,,29,6,2.03,,,59,1
31.663,124.5917,,3262,3535,,26,,2.19,,,56,1
29.9033,124.7925,,0,1635,,25,,2.2,,,55,1
36.7283,-104.8708,,,,,,,,,,98,
36.7463,-104.6245,,,,,,,,,,98,
36.8266,-105.0266,,,,,,,,,,98,
36.8854,-104.6846,,,,,,,,,,98,
36.8385,-104.6466,,,,,,,,,,92,
36.6787,-104.5771,,,,,,,,,,89,
35.8958,-104.652,,,,,,,,,,87,
36.9551,-104.7799,,,,,,,,,,79,
32.5752,-106.0148,,,,,,,,,,75,
35.6179,-105.1481,,,,,,,,,,75,
32.5752,-106.0148,,,,,,,,,,75,
35.6751,-105.0591,,,,,,,,,,73,
36.8872,-104.5639,,,,,,,,,,71,
36.2248,-105.1115,,,,,,,,,,70,
35.6743,-105.1941,,,,,,,,,,67,
35.3604,-105.466,,,,,,,,,,67,
36.7688,-104.3825,,,,,,,,,,66,
36.8407,-104.9229,,,,,,,,,,66,
33.04,-103.4544,,,,,,,,,,64,
33.6443,-103.909,,,,,,,,,,62,
35.1711,-105.544,,,,,,,,,,62,
33.6443,-103.909,,,,,,,,,,62,
36.7997,-104.4785,,,,,,,,,,61,
32.7369,-103.7212,,,,,,,,,,61,
32.521,-103.5879,,,,,,,,,,58,
32.873,-103.2924,,,,,,,,,,58,
36.9242,-103.446,,,,,,,,,,57,
36.9036,-103.3036,,,,,,,,,,57,
32.7843,-103.0713,,,,,,,,,,56,
35.8178,-104.3278,,,,,,,,,,56,
36.9807,-103.65,,,,,,,,,,56,
33.1462,-104.054,,,,,,,,,,55,
33.1445,-104.054,,,,,,,,,,55,
35.3302,-104.1375,,,,,,,,,,54,
32.0569,-104.4443,,,,,,,,,,54,
35.1765,-105.3229,,,,,,,,,,54,
35.0977,-104.36,,,,,,,,,,53,
33.7207,-103.6508,,,,,,,,,,53,
33.9704,-103.2772,,,,,,,,,,53,
32.4184,-104.6886,,,,,,,,,,53,
35.2611,-103.8481,,,,,,,,,,52,
35.2436,-105.4671,,,,,,,,,,52,
36.3365,-103.0612,,,,,,,,,,52,
36.6757,-103.2142,,,,,,,,,,52,
32.4184,-104.6886,,,,,,,,,,52,
32.7501,-104.344,,,,,,,,,,52,
32.243,-104.061,,,,,,,,,,51,
33.6443,-103.909,,,,,,,,,,51,
35.1275,-104.0509,,,,,,,,,,51,
32.7153,-104.7326,,,,,,,,,,51,
33.8936,-103.4534,,,,,,,,,,51,
33.9438,-103.6696,,,,,,,,,,51,
32.3525,-103.6013,,,,,,,,,,51,
35.2712,-103.947,,,,,,,,,,51,
32.243,-104.061,,,,,,,,,,50,
33.5233,-103.1883,,,,,,,,,,50,
36.8282,-103.3081,,,,,,,,,,50,
32.243,-104.061,,,,,,,,,,50,
36.7448,-103.0687,,,,,,,,,,50,
33.4567,-104.0239,,,,,,,,,,50,
33.0681,-104.2169,,,,,,,,,,50,
33.6169,-103.1583,,,,,,,,,,49,
35.0656,-103.6067,,,,,,,,,,49,
32.98,-104.275,,,,,,,,,,49,
33.4567,-104.0239,,,,,,,,,,49,
33.619,-103.3928,,,,,,,,,,49,
35.0831,-104.502,,,,,,,,,,49,
35.0435,-103.7929,,,,,,,,,,49,
32.4709,-103.2751,,,,,,,,,,49,
32.5882,-103.1596,,,,,,,,,,49,
33.9438,-103.6696,,,,,,,,,,49,
32.22,-103.0938,,,,,,,,,,49,
35.0831,-104.502,,,,,,,,,,48,
33.0681,-104.2169,,,,,,,,,,48,
36.0363,-103.1305,,,,,,,,,,48,
32.6835,-104.4394,,,,,,,,,,48,
32.4176,-104.6022,,,,,,,,,,48,
32.7785,-103.0848,,,,,,,,,,48,
32.9024,-103.9316,,,,,,,,,,48,
33.6996,-103.0548,,,,,,,,,,48,
35.0435,-103.7929,,,,,,,,,,48,
32.4432,-103.9766,,,,,,,,,,48,
33.7236,-103.8175,,,,,,,,,,48,
32.5277,-104.3338,,,,,,,,,,48,
32.6725,-104.1659,,,,,,,,,,48,
32.2719,-104.432,,,,,,,,,,48,
32.4432,-103.9766,,,,,,,,,,48,
32.4709,-103.2751,,,,,,,,,,48,
33.5168,-104.1263,,,,,,,,,,48,
32.0942,-104.0949,,,,,,,,,,48,
34.0634,-103.2983,,,,,,,,,,47,
32.56,-103.8444,,,,,,,,,,47,
33.5551,-103.5433,,,,,,,,,,47,
35.1,-104.56,,,,,,,,,,47,
33.7719,-103.6126,,,,,,,,,,47,
33.4198,-103.0722,,,,,,,,,,47,
35.4544,-104.0329,,,,,,,,,,47,
33.7236,-103.8175,,,,,,,,,,46,
34.8323,-104.592,,,,,,,,,,46,
33.704,-103.4742,,,,,,,,,,46,
33.172,-103.57,,,,,,,,,,46,
33.6313,-103.4643,,,,,,,,,,46,
33.7233,-103.8218,,,,,,,,,,46,
33.8839,-103.7483,,,,,,,,,,46,
33.3181,-103.8149,,,,,,,,,,46,
32.0418,-104.6224,,,,,,,,,,46,
32.44,-103.8,,,,,,,,,,46,
33.9258,-103.1879,,,,,,,,,,46,
33.6374,-103.8006,,,,,,,,,,46,
33.6169,-103.1583,,,,,,,,,,46,
33.7233,-103.8218,,,,,,,,,,46,
33.293,-103.518,,,,,,,,,,46,
33.7222,-103.389,,,,,,,,,,45,
33.075,-104.3201,,,,,,,,,,45,
32.634,-103.373,,,,,,,,,,45,
33.59,-103.6366,,,,,,,,,,45,
34.5653,-103.7202,,,,,,,,,,45,
32.5466,-103.0842,,,,,,,,,,45,
33.7233,-103.8218,,,,,,,,,,45,
33.7719,-103.6126,,,,,,,,,,45,
33.704,-103.4742,,,,,,,,,,45,
32.2984,-103.6014,,,,,,,,,,45,
32.7113,-103.2842,,,,,,,,,,45,
33.1683,-103.3795,,,,,,,,,,45,
32.7785,-103.2302,,,,,,,,,,45,
32.0418,-104.6224,,,,,,,,,,45,
34.6,-103.32,,,,,,,,,,45,
32.8489,-103.1692,,,,,,,,,,44,
32.7299,-104.0994,,,,,,,,,,44,
36.7453,-103.1456,,,,,,,,,,44,
33.6242,-103.4048,,,,,,,,,,44,
33.8509,-103.6512,,,,,,,,,,44,
33.2134,-103.8538,,,,,,,,,,44,
33.2134,-103.8538,,,,,,,,,,44,
32.4101,-104.7636,,,,,,,,,,44,
32.4212,-103.0677,,,,,,,,,,44,
33.6242,-103.4048,,,,,,,,,,44,
32.6046,-104.145,,,,,,,,,,44,
33.245,-103.6006,,,,,,,,,,44,
32.521,-103.544,,,,,,,,,,44,
33.8357,-103.8461,,,,,,,,,,44,
32.0954,-104.4418,,,,,,,,,,44,
33.8357,-103.8461,,,,,,,,,,43,
32.7299,-103.6097,,,,,,,,,,43,
34.8986,-104.623,,,,,,,,,,43,
32.6046,-104.145,,,,,,,,,,43,
33.8461,-103.2987,,,,,,,,,,43,
33.5282,-103.8356,,,,,,,,,,43,
34.6,-103.32,,,,,,,,,,43,
32.3016,-103.1358,,,,,,,,,,43,
33.9531,-104.1405,,,,,,,,,,43,
33.8765,-103.6166,,,,,,,,,,43,
32.6042,-103.6523,,,,,,,,,,43,
34.94,-104.35,,,,,,,,,,43,
32.24,-104.423,,,,,,,,,,43,
32.7153,-104.7326,,,,,,,,,,42,
32.7153,-104.7326,,,,,,,,,,42,
32.1606,-104.2821,,,,,,,,,,42,
33.516,-103.0721,,,,,,,,,,42,
32.4212,-103.1578,,,,,,,,,,42,
33.7222,-103.389,,,,,,,,,,42,
32.5746,-103.186,,,,,,,,,,42,
33.5551,-103.5433,,,,,,,,,,42,
33.075,-104.3201,,,,,,,,,,42,
32.2033,-104.6916,,,,,,,,,,42,
32.8264,-104.1232,,,,,,,,,,42,
33.3715,-103.1043,,,,,,,,,,42,
32.9024,-103.9316,,,,,,,,,,42,
33.4051,-103.3645,,,,,,,,,,41,
33.6374,-103.8006,,,,,,,,,,41,
33.6313,-103.4643,,,,,,,,,,41,
34.0626,-103.4117,,,,,,,,,,41,
33.5168,-104.1263,,,,,,,,,,41,
33.1573,-103.1676,,,,,,,,,,41,
32.1614,-103.7454,,,,,,,,,,41,
32.3698,-104.413,,,,,,,,,,40,
33.5806,-103.067,,,,,,,,,,40,
36.46,-103.441,,,,,,,,,,40,
33.1713,-103.5357,,,,,,,,,,40,
33.2774,-103.2892,,,,,,,,,,40,
33.02,-103.4521,,,,,,,,,,40,
34.9431,-105.01,,,,,,,,,,40,
32.8199,-103.8579,,,,,,,,,,40,
33.376,-103.5912,,,,,,,,,,40,
32.2033,-104.6916,,,,,,,,,,39,
32.215,-104.3286,,,,,,,,,,39,
35.0435,-103.7929,,,,,,,,,,39,
33.7207,-103.6508,,,,,,,,,,39,
32.5246,-103.6564,,,,,,,,,,39,
32.8215,-104.2514,,,,,,,,,,39,
32.1,-103.1526,,,,,,,,,,39,
32.6456,-103.2882,,,,,,,,,,39,
32.4084,-103.3226,,,,,,,,,,39,
36.8206,-103.0421,,,,,,,,,,39,
33.911,-103.263,,,,,,,,,,39,
32.9535,-103.6048,,,,,,,,,,39,
34.953,-104.477,,,,,,,,,,38,
34.94,-104.35,,,,,,,,,,38,
32.0569,-104.4443,,,,,,,,,,38,
32.1,-103.1526,,,,,,,,,,38,
32.813,-103.8023,,,,,,,,,,38,
32.4212,-103.5081,,,,,,,,,,38,
32.3426,-103.8317,,,,,,,,,,37,
32.6249,-103.225,,,,,,,,,,37,
36.6758,-103.2143,,,,,,,,,,37,
36.6757,-103.2142,,,,,,,,,,37,
32.3153,-104.4731,,,,,,,,,,37,
32.662,-103.8445,,,,,,,,,,37,
32.4084,-104.1826,,,,,,,,,,36,
32.9535,-103.0993,,,,,,,,,,36,
32.5241,-104.2706,,,,,,,,,,36,
32.6725,-103.1415,,,,,,,,,,36,
34.5653,-103.7202,,,,,,,,,,36,
34.6,-103.32,,,,,,,,,,36,
33.4555,-103.762,,,,,,,,,,36,
33.1462,-104.054,,,,,,,,,,36,
33.1445,-104.054,,,,,,,,,,36,
35.1709,-104.259,,,,,,,,,,35,
35.4979,-103.3379,,,,,,,,,,35,
35.4793,-104.1671,,,,,,,,,,35,
33.5233,-103.5355,,,,,,,,,,35,
32.7129,-103.3909,,,,,,,,,,35,
32.5817,-103.6612,,,,,,,,,,35,
32.25,-103.2933,,,,,,,,,,35,
33.3425,-103.1946,,,,,,,,,,35,
33.619,-103.3928,,,,,,,,,,35,
32.5746,-103.186,,,,,,,,,,35,
33.7608,-104.0072,,,,,,,,,,34,
35.0831,-104.502,,,,,,,,,,34,
36.2606,-103.3929,,,,,,,,,,34,
33.4818,-103.2868,,,,,,,,,,34,
33.0406,-103.609,,,,,,,,,,34,
32.4432,-103.9766,,,,,,,,,,33,
34.0818,-103.202,,,,,,,,,,33,
35.1,-104.56,,,,,,,,,,33,
35.8741,-103.7824,,,,,,,,,,33,
32.3926,-103.2879,,,,,,,,,,33,
32.2574,-104.129,,,,,,,,,,32,
35.4356,-103.5405,,,,,,,,,,32,
35.7647,-103.7541,,,,,,,,,,32,
32.06,-103.0937,,,,,,,,,,32,
33.4584,-103.6766,,,,,,,,,,32,
32.4928,-104.3678,,,,,,,,,,31,
33.5233,-103.1883,,,,,,,,,,31,
32.56,-103.8444,,,,,,,,,,31,
32.634,-104.3218,,,,,,,,,,30,
32.3642,-104.1208,,,,,,,,,,30,
32.9347,-103.858,,,,,,,,,,30,
32.6725,-103.1415,,,,,,,,,,30,
32.6835,-104.4394,,,,,,,,,,29,
32.98,-104.1,,,,,,,,,,29,
32.7501,-104.344,,,,,,,,,,29,
35.1709,-104.259,,,,,,,,,,28,
36.4618,-103.5069,,,,,,,,,,28,
33.06,-103.788,,,,,,,,,,28,
35.1674,-104.698,,,,,,,,,,28,
32.2902,-104.6762,,,,,,,,,,27,
35.0435,-103.7929,,,,,,,,,,27,
32.4748,-104.1714,,,,,,,,,,27,
32.32,-103.1689,,,,,,,,,,27,
32.44,-103.8,,,,,,,,,,25,
33.3963,-103.4113,,,,,,,,,,24,
32.4101,-104.7636,,,,,,,,,,20,
39.4017,136.8617,-2555,,,8,,,0.92,,,110,1
41.4867,136.5917,-3425,,,6,,,0.91,,,109,1
39.5683,139.4383,-756,,,4,,,0.86,,,108,1
40.925,136.52,-3266,,,8,,,0.86,,,107,1
41.0433,136.4867,-3313,,,8,,,0.86,,,107,1
39.2983,137.3867,-2403,,,8,,,0.9,,,103,1
39.3717,137.005,-2453,,,8,,,0.88,,,103,1
39.2967,137.3617,-2386,,,8,,,0.9,,,102,1
41.3817,136.4833,,,,7,,,0.9,,,102,1
39.1867,137.375,-2285,,,8,,,0.88,,,102,1
41.3333,136.7017,-3355,,,8,,,0.9,,,100,1
39.1917,137.3867,-2297,,,8,,,0.86,,,99,1
39.2167,139.3517,-856,,,6,,,0.81,,,88,1
-3.1333,-79.25,3600,,75,,27,,2.41,,,66,1
28.1667,33.45,,457,5198,110,27,,2.7,,,72,
29.86,32.68,,405,540,1,32,,2.4,,,77,1
29.47,32.24,,25,60,,20,,2.7,,,54,1
29.21,32.96,,5,80,,48,,2.4,,,115,1
29.17,32.95,,0,3381,,27,,2.7,,,73,4
29.17,32.95,,1188,3381,,31,,2.7,,,57,3
28.16,33.1,,100,275,,30,,2.7,,,60,1
28.16,33.1,,275,450,,18,,2.7,,,49,1
28.14,33.09,,350,485,,25,,2.7,,,68,1
27.77,33.7,,311,2047,4,32,,2.7,,,87,
27.9,33.68,,328,3656,7,27,,2.7,,,73,
27.57,33.56,,2240,3505,3,23,,2.7,,,62,
27.46,33.84,,261,3807,6,29,,2.7,,,79,
27.46,34.18,,986,1897,5,35,,2.7,,,95,
26.67,34.18,,1148,3016,5,40,,2.7,,,109,
26.19,34.06,,20,65,,29,,3.25,,,96,1
26.17,34.21,,175,235,,50,,2.1,,,105,1
26.17,34.21,,65,160,,30,,2.4,,,80,1
26.09,34.13,,40,100,,12,,2.7,,,32,1
25.3333,34.55,250,20,200,8,29,45,3.2,1,1.7,92,
25.2167,34.5167,500,30,190,10,20,60,3.3,,,67,
25.2333,34.6833,200,20,100,1,23,,3.25,17,2.2,76,
25.1,33.7833,400,50,300,1,17,,4.4,,,73,
24.95,34.7,400,60,240,3,19,6,5.1,,,96,
24.82,34.98,80,20,150,1,55,,3.25,11,2.4,179,
24.79,34.95,,25,100,1,30,,3.25,,,98,
24.81,34.9,,15,100,1,27,,3.25,,,88,
24.81,34.87,,35,100,1,24,,3.25,,,78,
24.36,35.06,,100,225,5,19,39,2.6,,,49,
24.23,34.98,,25,140,2,19,36,3.2,,,61,
24.2167,34.05,400,45,120,2,18,,3.25,,,57,
24,34,,30,70,3,8,,2.6,,,21,
23.97,34.63,,30,60,1,12,,3.25,,,39,
24,35.5,,35,100,1,22,,3.25,,,70,
24,33,250,20,100,1,14,,4.1,18,2.1,57,
24.0667,34.25,400,,,,12,,3.25,,,39,1
25.4333,30.0333,,10,235,,19,6,2.2,,,41,4
25.4333,30.0333,,25,145,,74,6,2.2,,,163,8
29.46,32.84,,130,1130,,60,,2.7,,,162,1
28.5,32.98,,,,,57,,2.7,,,154,1
23.9275,32.6002,193,90,170,,18,,,,,60,
23.3958,32.5836,197,0,88,,27,,,,,55,
23.5169,32.6003,179,35,118,,16,,,,,53,
25.21,30.2,,100,430,,15,4,2.8,,,43,1
23.3075,32.7836,183,40,90,,12,,,,,40,
23.3936,32.5669,210,0,103,,20,,,,,39,
21.2948,28.3182,,100,155,,14,,2,,,29,1
22.314,28.7506,,94,249,,14,,2,,,27,1
22.3004,28.7383,,94,184,,13,,2,,,26,1
22.0462,28.8507,,109,169,,13,,2,,,26,1
23.02,28.171,,119,280,,12,,2,,,25,1
23.02,28.171,,54,94,,12,,2,,,23,1
22.5796,28.4778,,39,140,,11,,2,,,22,1
22.3004,28.7383,,184,219,,10,,2,,,21,1
22.314,28.7506,,29,94,,10,,2,,,20,1
22.3004,28.7383,,24,94,,10,,2,,,20,1
22.0462,28.8507,,39,109,,10,,2,,,20,1
22.1574,28.2134,,54,154,,5,,2,,,10,1
23.3211,32.7839,196,75,150,,2,,,,,,
-0.797,-76.211,,,,,29,,,,,79,
-0.648,-76.352,,,,,28,,,,,76,
-0.363,-76.145,,,,,28,,,,,76,
0.063,-76.023,,,,,26,,,,,76,
0.023,-75.914,,,,,27,,,,,73,
-0.195,-76.648,,,,,27,,,,,72,
0.004,-76.289,,,,,26,,,,,72,
-0.152,-76.262,,,,,23,,,,,72,
-0.184,-76.367,,,,,28,,,,,71,
-0.484,-76.402,,,,,26,,,,,71,
-0.3256,-76.8604,,,,,26,,,,,71,
-0.3372,-76.8721,,,,,26,,,,,71,
-0.4048,-76.8837,,,,,26,,,,,71,
-0.402,-76.219,,,,,26,,,,,71,
-0.184,-76.258,,,,,28,,,,,70,
-0.598,-76.887,,,,,26,,,,,70,
-0.617,-76.09,,,,,26,,,,,70,
-0.328,-76.277,,,,,26,,,,,70,
-0.816,-76.457,,,,,26,,,,,70,
-0.379,-76.664,,,,,27,,,,,69,
-0.02,-76.258,,,,,26,,,,,69,
-0.672,-76.367,,,,,25,,,,,69,
-0.695,-76.48,,,,,25,,,,,68,
-0.477,-76.637,,,,,24,,,,,66,
-0.09,-76.215,,,,,24,,,,,66,
-0.734,-76.891,,,,,24,,,,,65,
-0.301,-76.602,,,,,24,,,,,65,
-1,-77,,,,,24,,,,,65,
-0.457,-76.582,,,,,26,,,,,63,
6.15,44.5333,,,,,,,,,,57,1
6.1,44.2833,,,,,,,,,,52,1
5.6667,44.35,,,,,,,,,,37,1
7.5,46.95,,,,,,,,,,42,1
6.8,48.8333,,,,,,,,,,64,1
6.1667,46.0333,,,,,,,,,,43,1
5.5833,45.8333,,,,,,,,,,44,1
5.5,45.25,,,,,,,,,,38,1
4.7,42.8333,,,,,,,,,,39,1
61.4433,-6.775,,1400,3430,,31,11,1.95,,,60,1
62.1533,-7.145,-2,300,550,,30,,1.35,,,41,1
-16.4933,179.4117,,88,,,72,2,2.03,,,146,1
-16.8017,179.3467,,56,,,83,2,1.6,,,133,1
-17.5317,177.8733,,80,168,,40,4,2.6,,,104,1
-17.6583,178.375,,154,,,89,2,0.9,,,80,1
-17.4933,177.6183,,137,,,47,2,1.7,,,80,1
-17.525,177.8567,,350,,,40,2,1.9,,,76,1
-17.4933,177.6183,,65,,,35,2,2.16,,,76,1
-17.525,177.8567,,250,,,32,2,2.25,,,74,1
-17.4933,177.6183,,46,,,30,2,2.15,,,65,1
-16.4933,179.4117,,260,,,45,2,1.3,,,59,1
-18,178.5917,,70,250,,57,,1,,,57,1
-17.445,177.9367,,106,,,38,2,1.5,,,56,1
-18.0067,178.1483,,178,,,17,2,3.1,,,54,1
-18.125,177.625,,60,170,,20,14,2.48,,,50,1
-17.445,177.9367,,204,,,30,2,1.6,,,48,1
-17.5,177.85,,270,310,,19,5,2.1,,,40,1
62.7167,29.0167,,393,489,,,2,5.8,10,1.67,88,1
60.2667,24.0833,,320,406,,,4,4.3,3,1.29,77,1
60.2333,23.5167,50,205,329,,,14,5.14,9,1.67,76,1
63,14.4,330,30,280,34,,174,,,,72,
60.61,25.175,103,449,952,,,51,3.36,,,69,1
63.3667,14.8833,265,20,140,13,,174,,,,68,
60.4667,26.7667,115,22,75,,,7,2.97,8,3.84,67,1
65.15,17.25,400,83,135,23,,4,,,,65,3
58.5933,11.2933,28,0,500,100,,,3.24,,,63,
62.0333,26.5833,100,60,96,,,6,2.48,9,0.11,61,1
60.2333,23.5167,50,104,197,,,12,3.67,9,1.67,60,1
60.3667,26.3,9,,200,377,,7,,,,57,
60.4667,26.7667,115,84,203,,,15,3.04,8,3.84,55,1
61.65,22.6833,130,938,956,,,3,3.42,,3.85,54,1
56.8,15.6833,187,321,907,158,,11,,,,53,
61.9833,12.4,788,70,240,39,,46,,,,53,
61.1333,14.25,305,0,5000,,16,,3.24,,,52,
61.65,22.6833,130,808,920,,,12,3.41,,3.85,52,1
61.45,21.75,,500,600,,,11,4.5,5,1.8,52,1
61.45,21.75,,400,490,,,10,3.4,5,1.8,51,1
64.85,25.4333,,400,501,,,2,1.9,1,2.36,51,1
61.65,22.6833,130,505,600,,,11,3.47,,3.85,49,1
57.4667,16.6333,,200,540,18,,,,,,49,
62.95,22.5333,25,,414,46,,10,,,,49,
64.85,25.4333,,501,601,,,2,1.9,1,2.36,48,1
60.1833,24.8333,7,105,302,,,21,3.1,,,48,1
57.5333,16.6667,,,,,,,,,,48,
58.6667,16.9167,,,,,,,,,,48,
61.65,22.6833,130,205,273,,,8,3.23,,3.85,48,1
62.0167,28.95,,605,700,,,13,5.27,10,1.42,48,1
61.45,22.4167,,214,291,,,5,3.4,3,2.12,47,1
61.1167,14.9,360,0,600,52,,,3.24,,,47,
67.8167,29.3333,,238,306,,,3,2.8,2,11.58,47,1
63.2833,26.3667,,124,199,,,8,2.62,14,0.59,47,1
61.65,22.6833,130,610,676,,,8,3.34,,3.85,47,1
62.5667,27.6167,,416,490,,,9,3.3,2,4.38,46,1
64.85,25.4333,,700,800,,,2,1.9,1,2.36,46,1
63.2,26.6667,,320,400,,,5,4.5,3,0.59,46,1
64.85,25.4333,,601,700,,,2,1.8,1,2.36,46,1
58.6667,16.9167,,,,,,,,,,46,
61.65,22.6833,130,690,798,,,13,3.28,,3.85,45,1
60.3667,17.9167,32,150,500,34,,11,,,,45,
61.25,26.3667,111,18,125,,,9,3.81,,,45,1
64.1833,22.3167,13,289,340,,,7,3.25,11,1.78,45,1
62.7833,29.2167,90,29,67,,,5,3.14,,,45,1
63.6667,26.0833,65,503,595,,,11,3.79,11,0.7,44,1
63.7133,24.8517,150,390,614,,,23,3.34,,,44,1
63.4833,19.0833,119,204,693,194,,10,,,,44,9
65.6167,22.15,7,220,420,41,,22,,,,43,
61.45,22.4167,,113,197,,,5,3.2,3,2.12,43,1
62.7833,29.2167,90,625,752,,,16,2.8,22,1.98,43,1
60.4667,26.7667,115,211,268,,,8,2.75,8,3.84,43,1
67.55,23.9333,215,437,546,,,5,3.44,1,1.65,43,1
60.9833,15.2167,210,0,510,52,,,3.24,,,43,
61.0667,14.8333,290,0,600,54,,,3.24,,,43,
63.6667,26.0833,65,408,493,,,10,3.68,11,0.7,43,1
61.65,22.6833,130,409,495,,,10,3.41,,3.85,43,1
63.2833,26.3667,,450,595,,,17,2.69,14,0.59,42,1
61.65,22.6833,130,283,399,,,12,3.55,,3.85,42,1
64.85,25.4333,,301,400,,,2,1.7,1,2.36,42,1
62.7833,29.2167,90,336,398,,,8,4.07,22,1.98,42,1
62.0167,28.95,,500,597,,,13,3.78,10,1.42,41,1
63.6667,26.0833,65,604,700,,,11,3.46,11,0.7,41,1
62.7167,29.0167,,200,297,,,2,3.8,10,1.67,41,1
62.7833,29.2167,90,761,881,,,15,6,22,1.98,41,1
62.45,30.0167,,516,569,,,5,4.7,,2.78,41,1
63.6667,26.0833,65,302,398,,,12,3.57,11,0.7,41,1
57.6833,11.985,50,0,550,58,,,3.24,,,41,
61.45,21.75,,100,190,,,10,3.3,5,1.8,41,1
67.8167,29.3333,,429,443,,,2,2.5,2,11.58,41,1
64.3333,19.85,265,210,480,73,,144,,,,40,9
64.85,25.4333,,198,301,,,2,1.6,1,2.36,40,1
61.45,22.4167,,305,393,,,7,2.8,3,2.12,40,1
56.15,14.85,15,200,400,40,,8,,,,40,
63.2833,26.3667,,264,441,,,18,2.6,14,0.59,40,1
62.7833,29.2167,90,408,495,,,11,3.34,22,1.98,40,1
61.45,21.75,,200,290,,,10,2.8,5,1.8,40,1
63.6667,26.0833,65,708,889,,,22,3.51,11,0.7,39,1
61.45,22.4167,,403,443,,,4,2.6,3,2.12,39,1
62.0167,28.95,,345,492,,,18,3.58,10,1.42,39,1
62.7833,29.2167,90,604,645,,,6,2.89,,,39,1
64.1833,22.3167,13,467,500,,,5,2.71,11,1.78,39,1
67.8167,29.3333,,342,379,,,3,2.5,2,11.58,39,1
66.05,22.9167,160,171,572,204,,21,,,,39,7
